200|197a87|210056|N&A French Vanilla Flavor Powder - PLATED - |4903|4/25/2008|4/23/2008|NULL|4/23/2008|Bridget McGowan|100.00|0.00|lbs|lbs|lbs|Yes|NULL|NULL|1|Marcelino|97.00%|080423-2|1|Ribbon Blender|Net Weight = 2 x 50# cartons|NULL|Yes|Yes|2092|Heritage Family PO#21029|11/29/2007|071129-1|NULL|y|Light orange powder (standard more yellow color)|french vanilla|NULL|NULL|0.05% in 15% sugar water|char. Of french vanilla|n|NULL|NULL|NULL|y|used 197a25 as standard as same as 197a87|NULL|13.80%|2 x 50 lb ploy lined cartons|
201|197a08K|205870|N&A French Vanilla Key (Low O.R. Version), 197a08 I - W.S. - K|4903|4/25/2008|4/23/2008|NULL|NULL|Bridget McGowan|3.43|0.00|lbs|grams|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080423-1|1|Stainless Steel mix pot|Intermediate to 197a87|NULL|Yes|Yes|2084|Heritage PO #21029|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
202|193a56|210690|Natural Strawberry Type Flavor Powder - PLATED - |4903|4/25/2008|4/23/2008|NULL|4/24/2008|Bridget McGowan|100.00|0.00|lbs|lbs|lbs|Yes|NULL|NULL|1|Marcelino|97.00%|080423-4|1|Ribbon Blender|Net Weight = 2 x 50# cartons|NULL|Yes|Yes|2116|Heritage PO#21029|1/30/2008|08-054|NULL|y|very light pink powder|char of strawberry|NULL|NULL|0.20% in 15% sugar water|char of strawberry|n|NULL|NULL|NULL|y|NULL|NULL|11.68%|2 x 50 lb cartons|
203|193a46K|210402|Natural Strawberry Type Flavor Key -  - |4903|4/25/2008|4/23/2008|NULL|NULL|Bridget McGowan|5.15|0.00|lbs|grams|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080423-3|1|Stainless Steel mix pot|Intermediate to 193a56|NULL|Yes|Yes|2111|Heritage PO#21029|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
205|164a19K|210179|Natural Lime Flavor WONF|4903|4/25/2008|4/24/2008|NULL|NULL|Bridget McGowan|5.15|0.00|lbs|grams|lbs|Yes|NULL|N/A|1|Marcelino|98.00%|080424-1|1|Stainless Steel mix pot|Intermediate to 164a24|NULL|Yes|Yes|2147|Heritage PO#21029|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
206|185a11|209206|N&A Pina Colada Flavor Powder - SD|0|NULL|NULL|NULL|NULL|NULL|50.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
207|124a07|201260|N&A Caramel Flavor - O.S. - K|5165|5/2/2008|4/24/2008|NULL|4/25/2008|Bridget McGowan|38.00|0.00|lbs|lbs|grams|Yes|NULL|NULL|1|Marcelino|97.00%|080424-3|1|5-G Pail|Net 1 x 38# pail|NULL|Yes|Yes|2175|James Skinner po #77152|2/14/2008|080214-1|NULL|y|clear yellow liquid|char of caramel|NULL|NULL|0.20% in 15% sugar water|char of caramel|n|NULL|NULL|NULL|y|refractive index: 1.4716|NULL|NULL|1 x 38 lb pail|0.9293 @ 21.4 C
208|195a52|209362|N&A Tiramisu Flavor Powder - SD - D|0|NULL|NULL|NULL|NULL|NULL|4.00|0.00|lbs|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
209|233a03KA|209649|N&A Milk Flavor Intermediate - W.S. - K|0|NULL|NULL|NULL|NULL|NULL|89.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
210|233a03KB|209650|N&A Milk Flavor Intermediate Blend - W.S. - K|0|NULL|NULL|NULL|NULL|NULL|16.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
211|146a06K|209360|N&A Buttery Graham Flavor Oils - O.S. - |0|NULL|NULL|NULL|NULL|NULL|122.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
212|197a69|209684|N&A Vanilla Flavor - W.S. - K|5188|5/1/2008|4/28/2008|NULL|4/29/2008|Bridget McGowan|1892.00|0.00|lbs|lbs|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080428-1|1|250-G Jacketed Kettle|Net Weight = 4 x 473# drums|NULL|Yes|Yes|2190|BGC Manufacturing PO#54847|3/19/2008|080319-1|NULL|y|clear brown liquid|char of vanilla|NULL|NULL|0.20% in 15% sugar water|char of vanilla|n|NULL|NULL|NULL|y|lot #: 080429-2, DOM: 4-29-08, refractive index: 1.4097 @ 21.5 C|NULL|NULL|4 x 473 lb drums|1.052 @ 22.3 C
213|193a58|210843|Natural Strawberry WONF - W.S. - |0|NULL|NULL|NULL|NULL|NULL|250.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
214|US-B295|206460|Artificial Butter Flavor - W.S. - K|4790|5/6/2008|4/25/2008|NULL|4/25/2008|Bridget McGowan|120.00|0.00|lbs|lbs|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080425-2|1|50-G Wheels|Net Weight = 3 x 40# pails|NULL|Yes|Yes|2161|Bunge Oils PO#4500334634|4/2/2008|080402-2|NULL|y|clear yellow liquid|char of butter|NULL|NULL|0.20% in 15% sugar water|char of butter|n|NULL|NULL|NULL|y|refractive index: 1.4071 @ 23.9 C|NULL|NULL|3 x 40 lb pails|1.0906 @ 24.3 C
215|US-B290|206450|Artificial Butter Enhancer - W.S.|4790|5/6/2008|4/25/2008|NULL|NULL|Bridget McGowan|24.48|0.00|lbs|grams|lbs|Yes|NULL|N/A|1|Marcelino|98.00%|080425-1|1|Stainless Steel mix pot|Intermediate to US-B295|NULL|Yes|Yes|2156|Bunge Oils PO#4500334634|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
216|141a50|210876|N&A Elderflower Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|130.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
217|201a45|210879|Natural Natural Butter Type Flavor - O.S. - |0|NULL|NULL|NULL|NULL|NULL|130.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
219|160a24K|210278|Natural Lemon Flavor - K|4903|4/25/2008|4/23/2008|NULL|4/24/2008|Bridget McGowan|76.56|0.00|lbs|lbs|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080423-5|1|5-G Pail|"Net Weight = 2 x 35# pails and 1 x 6.56# gallon jug 

SEND TO H.B. TAYLOR FOR SPRAY DRYING UNDER OUR PO# 81621"|NULL|Yes|Yes|2125|Heritage Family PO#21029|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|0.20% in 15% sugar water|NULL|n|NULL|NULL|NULL|y|Product QC'd as raw material on 1-21-08.  Passed QC at that time.  Treatt lot # S0836456/1 (lemon oil, California).  Sent to HB Taylor for spray drying.|NULL|NULL|2 x 35 lb pails and 1 x 6.56 lb gallon jug|
220|160a24|210276|Natural Lemonade Flavor - SD|0|NULL|NULL|NULL|NULL|NULL|957.00|0.00|lbs|lbs|lbs|No|NULL|N/A|1|NULL|100.00%|NULL|1|NULL|"Confidential Formula Information for Spray Drying 

FORMULA TO NET OUT 300 LBS OF FINISHED PRODUCT 

INLET TEMP 180C 

OUTLET TMEP  100C 

Manufacturing Instructions for Emulsion: 

1) Combine water and maltodextrin, mix well 
2) Add capsul starch, mix well 
3) Add Flavor Key #160a24K, mix well"|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
221|155a16|210881|N&A Jamaica Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|130.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
222|118a09|209506|N&A Brown Sugar Type Flavor Powder - PLATED - |0|NULL|NULL|NULL|NULL|NULL|150.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
223|170a06|209463|N&A Maple Type Flavor Powder - PLATED - |0|NULL|NULL|NULL|NULL|NULL|150.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
224|105a21|209509|N&A Apple Type Flavor Powder - PLATED|0|NULL|NULL|NULL|NULL|NULL|150.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
225|134a23|209479|Natural Cinnamon Flavor Powder (Bakery Type) - PLATED - |0|NULL|NULL|NULL|NULL|NULL|150.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
226|250a16K|210882|Natural Yogurt Flavor -  - K|4860|5/12/2008|5/12/2008|NULL|NULL|Bridget McGowan|240.00|0.00|lbs|lbs|lbs|No|NULL|NULL|1|Marcelino|96.00%|080512-3|1|Ribbon Blender|"Send to Dutch American for processing 

Net Weight = 4 x 50# cartons and 1 x 40# carton"|NULL|Yes|Yes|0|Dutch American PO#05350|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
227|250a03|210529|Natural Yogurt Type Flavor - PLATED - K|4860|5/16/2008|5/5/2008|NULL|NULL|Bridget McGowan|25.00|0.00|lbs|grams|lbs|No|NULL|NULL|2|Marcelino|98.00%|080505-1|1|NULL|"Net Weight = 2 x 25# cartons 

to be blended in 250a16K"|NULL|Yes|Yes|2513|Dutch American PO#05350|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
228|250a03K|210528|Natural Yogurt Type Key - K|4860|5/19/2008|5/5/2008|NULL|NULL|Bridget McGowan|0.51|0.00|lbs|grams|grams|Yes|NULL|NULL|1|Marcelino|97.00%|080505-2|1|Stainless Steel mix pot|Intermediate to 250a03|NULL|Yes|Yes|2509|Dutch American PO#05350|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
229|US-V5961|206710|N&A French Vanilla Flavor|0|NULL|NULL|NULL|NULL|NULL|1.98|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
230|195a58|210890|Natural Tamarind Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|130.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
231|195a57|210889|N&A Tamarind Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|130.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
232|144a06|202650|Natural Fruit Punch Flavor - W.S. - K|4825|5/12/2008|8/5/2007|NULL|5/7/2008|Bridget McGowan|410.00|0.00|lbs|grams|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080507-1|1|250-G Jacketed Kettle|Net Weight = 10 x 41# pails|NULL|Yes|Yes|2415|Country Pure PO#20-1003928|4/8/2008|080408-2|NULL|y|cloudy yellow liquid|char of fruit punch|NULL|NULL|0.06% in 15% sugar water with 0.20% citric acid|char of fruit punch|n|NULL|NULL|NULL|y|refractive index: 1.4568 @ 23.4 C, lot #: 080507-1, DOM: 5-7-08|NULL|NULL|10 x 41 lb pails|1.0188 @ 23.4 C
233|134a23|209479|Natural Cinnamon Flavor Powder (Bakery Type) - PLATED - |0|NULL|NULL|NULL|NULL|NULL|150.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
234|171a06|210898|Natural Margarita Flavor - W.S. - |0|NULL|NULL|NULL|NULL|NULL|125.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
235|164a06|208000|Natural Key Lime Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|125.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
236|197a69|209684|N&A Vanilla Flavor - W.S. - K|5188|5/14/2008|5/6/2008|NULL|5/7/2008|Bridget McGowan|1892.00|0.00|lbs|lbs|lbs|No|NULL|NULL|1|Marcelino|98.00%|080506-1|1|250-G Jacketed Kettle|"Net Weight = 4 x 473# drums

4 drums to ship on PO#54862 due 5/14/08"|NULL|Yes|Yes|2259|BGC Manufact PO#54862|4/29/2008|080429-2|NULL|y|clear brown liquid|char of vanilla|NULL|NULL|0.20% in 15% sugar waterr|char of vanilla|n|NULL|NULL|NULL|y|refractive index: 1.4185 @ 22.5 C|NULL|NULL|4 x 473 lb drums|1.052 @ 22.9 C
237|174a31|209901|Natural Spearmint Flavor - O.S.|4746|5/9/2008|5/12/2008|NULL|5/12/2008|Bridget McGowan|7.50|0.00|lbs|lbs|lbs|No|NULL|N/A|2|Marcelino|100.00%|080512-1|1|Stainless Steel mix pot|Net Weight = 2 x 7.5# gallons|NULL|Yes|Yes|2431|Atkinson Candy PO#22230|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Dilute 1% in ETOH, 0.10% in 10% sugar water|NULL|n|NULL|NULL|NULL|y|Product QC'D as raw material on 5-12-08 and 6-26-07 by JT.  Passed QC inspection at that time (Vigon lot #: U1161A and U9822A).|NULL|NULL|2 x 7.5 lb gallon jugs|0.928 @ 25 C
238|199a61|209900|Natural Wintergreen Flavor - O.S.|4746|5/9/2008|5/12/2008|NULL|5/12/2008|Bridget McGowan|7.50|0.00|lbs|lbs|lbs|No|NULL|N/A|2|Marcelino|100.00%|080512-2|1|NULL|Net Weight = 2 x 7.50# gallons|NULL|Yes|Yes|2427|Atkinson Candy PO#22230|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Dilute 1% in alcohol. Use 0.10% in 10% sucrose and water|NULL|n|NULL|NULL|NULL|y|Product QC'd as raw material on 5-12-08 by JT.  Passed QC at that time (Ungerer lot #: 10537E).|NULL|NULL|2 x 7.5 gallon jugs|1.1816 @25 C
239|361a03|202850|Natural Garlic Flavor Emulsion - W.S. - K|5185|5/19/2008|5/14/2008|NULL|5/15/2008|Bridget McGowan|387.00|0.00|lbs|lbs|lbs|No|NULL|NULL|4|Marcelino|98.00%|080514-4|1|50-G Wheels|"Net Weight = 36 x 43# pails

4 batches x 9 pails each"|NULL|Yes|Yes|2716|Harris and Ford PO#66482|3/27/2008|080327-3|NULL|n|opaque cream color|strong garlic|NULL|NULL|0.02% in 0.60% salt water|mild garlic, similar to standard|y|NULL|NULL|report not yet received|y|lot #: 080514-4 (Batches 1-4), DOM: 5-14-08|NULL|NULL|9 x 43 lb pails each batch (total 36 x 43 lb pails|1.08
240|134a54|210601|Natural Cinnamon Flavor - W.S. - |5212|5/26/2008|5/15/2008|NULL|NULL|Bridget McGowan|167.11|0.00|lbs|lbs|lbs|No|NULL|NULL|1|Marcelino|100.00%|080515-2|1|5-G Pail|"Net Weight = 3 x 19.5 kilo pails 
1 x 18.5 kilo pail


Re-pack"|NULL|Yes|Yes|2541|Power Brands PO#F-5005|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
242|164a24|210689|Natural Lime Flavor WONF Powder - PLATED|4903|4/25/2008|4/28/2008|NULL|NULL|Bridget McGowan|100.00|0.00|lbs|grams|lbs|Yes|NULL|N/A|1|Marcelino|97.00%|080428-2|1|Ribbon Blender|Net Weight = 2 x 50# cartons|NULL|Yes|Yes|2247|Heritage Family PO#21029|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
244|116a01|200640|N&A Blueberry Muffin Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|150.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
245|174a01|204070|N&A Peppermint Flavor - W.S. - K|0|NULL|NULL|NULL|NULL|NULL|250.00|0.00|grams|grams|grams|No|NULL|NULL|1|NULL|98.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
247|147a50|210905|Natural Grand Marnier Flavor - W.S. - |0|NULL|NULL|NULL|NULL|NULL|125.00|0.00|grams|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
249|105a46|210912|Artificial Apple Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|120.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
250|105a46|210912|Artificial Apple Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|125.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
251|127a73|210915|Artificial Cherry Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|125.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
252|250a16K|210882|Natural Yogurt Flavor -  - K|4860|5/26/2008|7/10/2008|NULL|7/14/2008|Bridget McGowan|2400.00|0.00|lbs|lbs|lbs|No|NULL|NULL|1|Marcelino|98.00%|080710-1|1|Ribbon Blender|NetWeight = 48 x 50# cartons|NULL|Yes|Yes|3480|Dutch American PO#05350|5/12/2008|080512-3|NULL|y|white cream color  powder (free flowing)|char of yogurt, but new sample smell more like yogurt culture|NULL|NULL|0.20% in 15% sugar water|Standard stronger than fresh sample|NULL|NULL|NULL|NULL|y|NULL|NULL|2.39%|48 x 50 lb and 1 x 29.6 lb poly-lined cartons|
253|186a05|209399|Natural Pomegranate Type - W.S. - K|0|NULL|NULL|NULL|NULL|NULL|8.63|0.00|lbs|lbs|grams|No|NULL|NULL|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
254|250a03|210529|Natural Yogurt Type Flavor - PLATED - K|4860|5/26/2008|5/20/2006|NULL|5/21/2008|Bridget McGowan|470.00|0.00|lbs|lbs|lbs|No|NULL|NULL|1|Marcelino|98.00%|080520-2|1|Ribbon Blender|"Net Weight = 9 x 50# cartons 

1 x 20# carton"|NULL|Yes|Yes|2675|Dutch American Foods PO#05350|5/5/2008|080505-1|NULL|n|very pale yellow granular powder (standard white color)|dairy, yogurt|NULL|NULL|0.10% in 15% sugar water|old product tasted stronger than standard|NULL|NULL|NULL|NULL|y|Plan to reevaluate this product when it gets closer to time to blend with other portions, MA and KC also tasted|NULL|0.76%|9 x 50 lb and 1 x 20 lb cartons|
255|250a03K|210528|Natural Yogurt Type Key - K|4860|5/26/2008|5/20/2008|NULL|NULL|Bridget McGowan|4.79|0.00|lbs|grams|lbs|No|NULL|NULL|1|Marcelino|98.00%|080520-1|1|Stainless Steel mix pot|Intermediate to 250a03|NULL|Yes|Yes|2664|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
258|157a02|203510|N&A Kiwi Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|125.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
259|135a05|210916|Natural Citrus Blend Flavor - W.S.|0|NULL|NULL|NULL|NULL|NULL|120.00|0.00|grams|lbs|grams|No|NULL|N/A|0|NULL|100.00%|NULL|1|NULL|NULL|NULL|No|No|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
260|US-B8883|206540|N&A Butter Flavor - O.S. - D|4790|6/9/2008|6/4/2008|NULL|6/5/2008|Bridget McGowan|1676.00|0.00|lbs|lbs|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080604-2|1|250-G Jacketed Kettle|Net Weight = 4 x 419# drums|NULL|Yes|Yes|2920|Bunge Oils PO#4500338212|5/1/2008|080604-2|NULL|y|clear yellow liquid|char of butter|NULL|NULL|1% in soybean oil|Similar to standard|n|NULL|NULL|NULL|y|refractive index: 1.4682 @ 21.9 C, 2 drums po #: 4500338212, 2 drums po #: 4500342867|NULL|NULL|4 x 419 lb drums|0.9215 @ 21.9 C
261|US-B8883K|201050|N&A Butter Flavor - W.S. - K|4790|6/9/2008|6/4/2008|NULL|NULL|Bridget McGowan|149.75|0.00|lbs|grams|lbs|Yes|NULL|NULL|1|Marcelino|98.00%|080604-1|1|50-G Wheels|Intermediate to US-B8883|NULL|Yes|Yes|2905|Bunge Oils PO#4500338212|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|
263|199a15|209776|N&A  Watermelon Flavor - W.S.|4738|5/19/2008|5/14/2008|NULL|5/14/2008|Bridget McGowan|42.00|0.00|lbs|grams|lbs|Yes|NULL|N/A|1|Marcelino|98.00%|080514-2|1|5-G Pail|Net Weight = 1 x 42# pail|NULL|Yes|Yes|2494|American Licorice PO#26680|2/29/2008|08-160|NULL|n|clear colorless liquid|char of watermelon|NULL|NULL|0.20% in 15% sugar water|Char of watermelon|n|NULL|NULL|NULL|y|refractive index: 1.4317 @ 21.7 C|NULL|NULL|1 x 42 lb pail|1.0260 @ 22.1 C
264|105a11|206990|N&A Green Apple Type Flavor - W.S.|4738|5/19/2008|5/14/2008|NULL|5/14/2008|Bridget McGowan|42.00|0.00|lbs|grams|lbs|No|NULL|N/A|1|Marcelino|98.00%|080514-1|1|5-G Pail|Net Weight = 1 x 42# pail|NULL|Yes|Yes|2477|American Licorice PO#26680|2/29/2008|08-160|NULL|n|Clear colorless liquid|char of apple|NULL|NULL|0.20% in 15% sugar water with 0.20% citric acid|char of sour apple- new sample slightly stronger but more fresh|n|NULL|NULL|NULL|y|refractive index: 1.4337 @ 21.8 C|NULL|NULL|1 x 42 lb pail|1.0255 @ 22.1 C
